Request id,Pickup point,Driver id,Status,Request,timestamp,Drop,timestamp,Pick_up_Hour,Drop_Hour,Req_Hour_Bucket,Drop_Hour_Bracket ,Cancelled Flag,No cars availabe ,Time_slot
6180,City,150,Trip Completed,15-Jul-16,5:02:22 PM,15-Jul-16,5:48:25 PM,17,17,17:00-18:00,17:00-18:00,0,0,Afternoon
6615,City,150,Trip Completed,15-Jul-16,9:46:01 PM,15-Jul-16,10:22:19 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
797,City,151,Trip Completed,11-Jul-16,5:16:00 AM,11-Jul-16,6:12:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
1564,City,151,Trip Completed,12-Jul-16,6:18:00 AM,12-Jul-16,7:14:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
2075,City,151,Trip Completed,12-Jul-16,3:31:00 AM,12-Jul-16,4:47:00 AM,3,4,03:00-04:00,04:00-05:00,0,0,Early_Morning
2822,City,151,Trip Completed,13-Jul-16,5:14:57 AM,13-Jul-16,5:50:39 AM,5,5,05:00-06:00,05:00-06:00,0,0,Early_Morning
3387,City,151,Trip Completed,13-Jul-16,2:36:48 PM,13-Jul-16,3:22:23 PM,14,15,14:00-15:00,15:00-16:00,0,0,Afternoon
4315,City,151,Trip Completed,14-Jul-16,6:46:52 AM,14-Jul-16,7:33:32 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
5549,Airport,151,Trip Completed,15-Jul-16,5:29:41 AM,15-Jul-16,6:15:39 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
6284,City,151,Trip Completed,15-Jul-16,6:18:32 PM,15-Jul-16,7:10:07 PM,18,19,18:00-19:00,19:00-20:00,0,0,Night
6403,Airport,151,Trip Completed,15-Jul-16,7:25:57 PM,15-Jul-16,8:15:49 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
6684,Airport,151,Trip Completed,15-Jul-16,10:34:04 PM,15-Jul-16,11:27:31 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
451,City,152,Trip Completed,11-Jul-16,9:10:00 AM,11-Jul-16,10:10:00 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
588,City,152,Trip Completed,11-Jul-16,11:20:00 AM,11-Jul-16,11:53:00 AM,11,11,11:00-12:00,11:00-12:00,0,0,Morning
671,Airport,152,Trip Completed,11-Jul-16,1:16:00 AM,11-Jul-16,2:08:00 AM,1,2,01:00-02:00,02:00-03:00,0,0,Early_Morning
1369,Airport,152,Trip Completed,12-Jul-16,12:15:00 PM,12-Jul-16,12:53:00 PM,12,12,12:00-13:00,12:00-13:00,0,0,Afternoon
1688,City,152,Trip Completed,12-Jul-16,7:51:00 AM,12-Jul-16,8:21:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
2861,City,152,Trip Completed,13-Jul-16,5:38:59 AM,13-Jul-16,6:49:02 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3354,City,152,Trip Completed,13-Jul-16,1:25:02 PM,13-Jul-16,2:39:48 PM,13,14,13:00-14:00,14:00-15:00,0,0,Afternoon
5141,Airport,152,Trip Completed,14-Jul-16,8:15:33 PM,14-Jul-16,9:00:35 PM,20,21,20:00-21:00,21:00-22:00,0,0,Night
5460,Airport,152,Trip Completed,15-Jul-16,4:06:50 AM,15-Jul-16,4:52:36 AM,4,4,04:00-05:00,04:00-05:00,0,0,Early_Morning
5904,City,152,Trip Completed,15-Jul-16,10:00:46 AM,15-Jul-16,10:34:28 AM,10,10,10:00-11:00,10:00-11:00,0,0,Morning
5973,Airport,152,Trip Completed,15-Jul-16,11:10:28 AM,15-Jul-16,12:12:23 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
704,Airport,153,Trip Completed,11-Jul-16,2:12:00 AM,11-Jul-16,3:06:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
785,City,153,Trip Completed,11-Jul-16,4:49:00 AM,11-Jul-16,5:24:00 AM,4,5,04:00-05:00,05:00-06:00,0,0,Early_Morning
2631,Airport,153,Trip Completed,12-Jul-16,10:18:00 AM,12-Jul-16,11:07:00 AM,10,11,10:00-11:00,11:00-12:00,0,0,Morning
2911,Airport,153,Trip Completed,13-Jul-16,6:09:39 AM,13-Jul-16,6:59:42 AM,6,6,06:00-07:00,06:00-07:00,0,0,Morning
3360,Airport,153,Trip Completed,13-Jul-16,1:37:08 PM,13-Jul-16,2:20:54 PM,13,14,13:00-14:00,14:00-15:00,0,0,Afternoon
3667,Airport,153,Trip Completed,13-Jul-16,7:23:18 PM,13-Jul-16,8:11:22 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
4624,Airport,153,Trip Completed,14-Jul-16,11:05:37 AM,14-Jul-16,11:53:49 AM,11,11,11:00-12:00,11:00-12:00,0,0,Morning
604,City,154,Trip Completed,11-Jul-16,11:44:00 AM,11-Jul-16,12:49:00 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
1464,Airport,154,Trip Completed,12-Jul-16,5:03:00 AM,12-Jul-16,6:03:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
1810,City,154,Trip Completed,12-Jul-16,9:18:00 AM,12-Jul-16,9:54:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
2009,City,154,Trip Completed,12-Jul-16,1:25:00 AM,12-Jul-16,2:33:00 AM,1,2,01:00-02:00,02:00-03:00,0,0,Early_Morning
2166,City,154,Trip Completed,12-Jul-16,5:30:00 AM,12-Jul-16,6:35:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
5379,City,154,Trip Completed,14-Jul-16,11:51:31 PM,15-Jul-16,1:04:40 AM,23,1,23:00-24:00,01:00-02:00,0,0,Night
1367,City,155,Trip Completed,11-Jul-16,12:05:00 PM,11-Jul-16,1:06:00 AM,12,1,12:00-13:00,01:00-02:00,0,0,Afternoon
447,City,155,Trip Completed,11-Jul-16,9:07:00 AM,11-Jul-16,9:57:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
1682,City,155,Trip Completed,12-Jul-16,7:47:00 AM,12-Jul-16,8:38:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
2043,Airport,155,Trip Completed,12-Jul-16,2:30:00 AM,12-Jul-16,3:21:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
2796,Airport,155,Trip Completed,13-Jul-16,4:49:07 AM,13-Jul-16,5:29:40 AM,4,5,04:00-05:00,05:00-06:00,0,0,Early_Morning
3945,City,155,Trip Completed,13-Jul-16,10:33:31 PM,13-Jul-16,11:16:43 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
4196,City,155,Trip Completed,14-Jul-16,5:29:40 AM,14-Jul-16,6:36:39 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
5174,City,155,Trip Completed,14-Jul-16,8:29:43 PM,14-Jul-16,9:24:38 PM,20,21,20:00-21:00,21:00-22:00,0,0,Night
5480,City,155,Trip Completed,15-Jul-16,4:51:02 AM,15-Jul-16,6:03:45 AM,4,6,04:00-05:00,06:00-07:00,0,0,Early_Morning
5883,Airport,155,Trip Completed,15-Jul-16,9:39:54 AM,15-Jul-16,10:48:56 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
6013,Airport,155,Trip Completed,15-Jul-16,12:26:51 PM,15-Jul-16,1:03:34 PM,12,13,12:00-13:00,13:00-14:00,0,0,Afternoon
438,City,156,Trip Completed,11-Jul-16,9:05:00 AM,11-Jul-16,10:14:00 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
636,City,156,Trip Completed,11-Jul-16,12:25:00 PM,11-Jul-16,1:09:00 AM,12,1,12:00-13:00,01:00-02:00,0,0,Afternoon
1938,Airport,156,Trip Completed,12-Jul-16,11:21:00 AM,12-Jul-16,12:03:00 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
2129,Airport,156,Trip Completed,12-Jul-16,5:06:00 AM,12-Jul-16,6:18:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3337,Airport,156,Trip Completed,13-Jul-16,12:42:45 PM,13-Jul-16,1:50:52 PM,12,13,12:00-13:00,13:00-14:00,0,0,Afternoon
3472,City,156,Trip Completed,13-Jul-16,5:16:47 PM,13-Jul-16,6:06:23 PM,17,18,17:00-18:00,18:00-19:00,0,0,Afternoon
3991,City,156,Trip Completed,13-Jul-16,11:24:37 PM,14-Jul-16,12:06:50 AM,23,0,23:00-24:00,00:00-01:00,0,0,Night
4221,Airport,156,Trip Completed,14-Jul-16,5:46:40 AM,14-Jul-16,6:35:16 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
5719,Airport,156,Trip Completed,15-Jul-16,7:45:50 AM,15-Jul-16,8:21:28 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
143,Airport,157,Trip Completed,11-Jul-16,5:24:00 AM,11-Jul-16,6:01:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
784,City,157,Trip Completed,11-Jul-16,4:50:00 AM,11-Jul-16,5:23:00 AM,4,5,04:00-05:00,05:00-06:00,0,0,Early_Morning
1020,Airport,157,Trip Completed,11-Jul-16,7:17:00 AM,11-Jul-16,8:08:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
2934,City,157,Trip Completed,13-Jul-16,6:28:12 AM,13-Jul-16,7:10:08 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
4073,City,157,Trip Completed,14-Jul-16,2:10:36 AM,14-Jul-16,2:54:21 AM,2,2,02:00-03:00,02:00-03:00,0,0,Early_Morning
4751,City,157,Trip Completed,14-Jul-16,3:18:31 PM,14-Jul-16,4:12:44 PM,15,16,15:00-16:00,16:00-17:00,0,0,Afternoon
5275,City,157,Trip Completed,14-Jul-16,9:38:10 PM,14-Jul-16,10:21:52 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
1262,Airport,158,Trip Completed,11-Jul-16,10:00:00 AM,11-Jul-16,11:04:00 AM,10,11,10:00-11:00,11:00-12:00,0,0,Morning
1600,City,158,Trip Completed,12-Jul-16,6:39:00 AM,12-Jul-16,7:13:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
2016,City,158,Trip Completed,12-Jul-16,1:34:00 AM,12-Jul-16,2:36:00 AM,1,2,01:00-02:00,02:00-03:00,0,0,Early_Morning
2370,Airport,158,Trip Completed,12-Jul-16,7:37:00 AM,12-Jul-16,8:11:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
3192,Airport,158,Trip Completed,13-Jul-16,9:32:25 AM,13-Jul-16,10:42:22 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
3367,Airport,158,Trip Completed,13-Jul-16,1:51:00 PM,13-Jul-16,2:29:30 PM,13,14,13:00-14:00,14:00-15:00,0,0,Afternoon
3952,City,158,Trip Completed,13-Jul-16,10:45:09 PM,13-Jul-16,11:41:02 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
4517,Airport,158,Trip Completed,14-Jul-16,9:22:47 AM,14-Jul-16,10:04:44 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
4944,City,158,Trip Completed,14-Jul-16,6:33:03 PM,14-Jul-16,7:04:51 PM,18,19,18:00-19:00,19:00-20:00,0,0,Night
6037,Airport,158,Trip Completed,15-Jul-16,1:03:25 PM,15-Jul-16,2:01:33 PM,13,14,13:00-14:00,14:00-15:00,0,0,Afternoon
6385,Airport,158,Trip Completed,15-Jul-16,7:19:47 PM,15-Jul-16,8:21:00 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
398,City,159,Trip Completed,11-Jul-16,8:26:00 AM,11-Jul-16,9:32:00 AM,8,9,08:00-09:00,09:00-10:00,0,0,Morning
2163,Airport,159,Trip Completed,12-Jul-16,5:30:00 AM,12-Jul-16,6:07:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3985,Airport,159,Trip Completed,13-Jul-16,11:15:18 PM,14-Jul-16,12:33:31 AM,23,0,23:00-24:00,00:00-01:00,0,0,Night
4780,City,159,Trip Completed,14-Jul-16,4:29:40 PM,14-Jul-16,4:58:40 PM,16,16,16:00-17:00,16:00-17:00,0,0,Afternoon
5453,City,159,Trip Completed,15-Jul-16,3:38:02 AM,15-Jul-16,4:28:09 AM,3,4,03:00-04:00,04:00-05:00,0,0,Early_Morning
5807,City,159,Trip Completed,15-Jul-16,8:41:35 AM,15-Jul-16,9:11:58 AM,8,9,08:00-09:00,09:00-10:00,0,0,Morning
6074,Airport,159,Trip Completed,15-Jul-16,2:07:10 PM,15-Jul-16,2:56:19 PM,14,14,14:00-15:00,14:00-15:00,0,0,Afternoon
6651,City,159,Trip Completed,15-Jul-16,10:06:53 PM,15-Jul-16,10:46:22 PM,22,22,22:00-23:00,22:00-23:00,0,0,Night
223,Airport,160,Trip Completed,11-Jul-16,6:13:00 AM,11-Jul-16,7:05:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
680,City,160,Trip Completed,11-Jul-16,1:30:00 AM,11-Jul-16,2:38:00 AM,1,2,01:00-02:00,02:00-03:00,0,0,Early_Morning
887,Airport,160,Trip Completed,11-Jul-16,6:10:00 AM,11-Jul-16,6:47:00 AM,6,6,06:00-07:00,06:00-07:00,0,0,Morning
1689,Airport,160,Trip Completed,12-Jul-16,7:51:00 AM,12-Jul-16,8:32:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
1939,City,160,Trip Completed,12-Jul-16,11:18:00 AM,12-Jul-16,11:54:00 AM,11,11,11:00-12:00,11:00-12:00,0,0,Morning
2182,City,160,Trip Completed,12-Jul-16,5:42:00 AM,12-Jul-16,6:30:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3223,Airport,160,Trip Completed,13-Jul-16,9:48:30 AM,13-Jul-16,10:31:41 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
3819,Airport,160,Trip Completed,13-Jul-16,9:08:10 PM,13-Jul-16,9:48:44 PM,21,21,21:00-22:00,21:00-22:00,0,0,Night
4823,Airport,160,Trip Completed,14-Jul-16,5:22:20 PM,14-Jul-16,6:38:29 PM,17,18,17:00-18:00,18:00-19:00,0,0,Afternoon
5431,Airport,160,Trip Completed,15-Jul-16,2:38:30 AM,15-Jul-16,3:23:54 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
6353,Airport,160,Trip Completed,15-Jul-16,6:57:01 PM,15-Jul-16,7:27:57 PM,18,19,18:00-19:00,19:00-20:00,0,0,Night
163,City,161,Trip Completed,11-Jul-16,5:35:00 AM,11-Jul-16,6:49:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
706,Airport,161,Trip Completed,11-Jul-16,2:12:00 AM,11-Jul-16,3:27:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
1214,Airport,161,Trip Completed,11-Jul-16,9:30:00 AM,11-Jul-16,9:57:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
1399,City,161,Trip Completed,12-Jul-16,2:35:00 AM,12-Jul-16,3:42:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
1574,Airport,161,Trip Completed,12-Jul-16,6:26:00 AM,12-Jul-16,7:15:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
1870,City,161,Trip Completed,12-Jul-16,10:01:00 AM,12-Jul-16,10:42:00 AM,10,10,10:00-11:00,10:00-11:00,0,0,Morning
2267,Airport,161,Trip Completed,12-Jul-16,6:33:00 AM,12-Jul-16,7:36:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
2658,Airport,161,Trip Completed,12-Jul-16,11:18:00 AM,13-Jul-16,12:03:21 AM,11,0,11:00-12:00,00:00-01:00,0,0,Morning
3048,Airport,161,Trip Completed,13-Jul-16,7:41:17 AM,13-Jul-16,8:14:19 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
3301,Airport,161,Trip Completed,13-Jul-16,11:41:40 AM,13-Jul-16,12:28:38 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
3477,City,161,Trip Completed,13-Jul-16,5:18:05 PM,13-Jul-16,6:09:59 PM,17,18,17:00-18:00,18:00-19:00,0,0,Afternoon
4371,City,161,Trip Completed,14-Jul-16,7:34:57 AM,14-Jul-16,8:24:33 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
445,City,162,Trip Completed,11-Jul-16,9:06:00 AM,11-Jul-16,10:05:00 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
1100,Airport,162,Trip Completed,11-Jul-16,8:10:00 AM,11-Jul-16,8:52:00 AM,8,8,08:00-09:00,08:00-09:00,0,0,Morning
1961,City,162,Trip Completed,12-Jul-16,11:53:00 AM,12-Jul-16,12:27:00 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
3215,Airport,162,Trip Completed,13-Jul-16,9:49:32 AM,13-Jul-16,10:57:30 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
3997,Airport,162,Trip Completed,13-Jul-16,11:36:23 PM,14-Jul-16,12:22:26 AM,23,0,23:00-24:00,00:00-01:00,0,0,Night
4385,City,162,Trip Completed,14-Jul-16,7:51:59 AM,14-Jul-16,8:24:08 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
4736,City,162,Trip Completed,14-Jul-16,2:31:20 PM,14-Jul-16,3:50:58 PM,14,15,14:00-15:00,15:00-16:00,0,0,Afternoon
5291,Airport,162,Trip Completed,14-Jul-16,9:48:06 PM,14-Jul-16,10:45:23 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
5350,City,162,Trip Completed,14-Jul-16,10:52:35 PM,14-Jul-16,11:42:51 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
5768,City,162,Trip Completed,15-Jul-16,8:27:01 AM,15-Jul-16,9:30:13 AM,8,9,08:00-09:00,09:00-10:00,0,0,Morning
675,City,163,Trip Completed,11-Jul-16,1:24:00 AM,11-Jul-16,1:55:00 AM,1,1,01:00-02:00,01:00-02:00,0,0,Early_Morning
1996,Airport,163,Trip Completed,12-Jul-16,12:57:00 PM,12-Jul-16,2:06:00 AM,12,2,12:00-13:00,02:00-03:00,0,0,Afternoon
2510,City,163,Trip Completed,12-Jul-16,9:01:00 AM,12-Jul-16,9:50:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
3969,Airport,163,Trip Completed,13-Jul-16,10:58:22 PM,13-Jul-16,11:58:00 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
4397,City,163,Trip Completed,14-Jul-16,7:56:05 AM,14-Jul-16,8:57:30 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
5326,City,163,Trip Completed,14-Jul-16,10:09:30 PM,14-Jul-16,11:13:16 PM,22,23,22:00-23:00,23:00-24:00,0,0,Night
5987,City,163,Trip Completed,15-Jul-16,11:42:14 AM,15-Jul-16,12:49:39 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
6152,Airport,163,Trip Completed,15-Jul-16,4:15:34 PM,15-Jul-16,5:16:45 PM,16,17,16:00-17:00,17:00-18:00,0,0,Afternoon
6317,City,163,Trip Completed,15-Jul-16,6:35:57 PM,15-Jul-16,7:05:06 PM,18,19,18:00-19:00,19:00-20:00,0,0,Night
602,City,164,Trip Completed,11-Jul-16,11:38:00 AM,11-Jul-16,12:57:00 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
981,City,164,Trip Completed,11-Jul-16,7:01:00 AM,11-Jul-16,7:39:00 AM,7,7,07:00-08:00,07:00-08:00,0,0,Morning
1317,Airport,164,Trip Completed,11-Jul-16,10:57:00 AM,11-Jul-16,11:52:00 AM,10,11,10:00-11:00,11:00-12:00,0,0,Morning
2112,Airport,164,Trip Completed,12-Jul-16,4:32:00 AM,12-Jul-16,5:03:00 AM,4,5,04:00-05:00,05:00-06:00,0,0,Early_Morning
2365,City,164,Trip Completed,12-Jul-16,7:34:00 AM,12-Jul-16,8:12:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
2849,City,164,Trip Completed,13-Jul-16,5:29:42 AM,13-Jul-16,6:34:27 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
4573,City,164,Trip Completed,14-Jul-16,9:47:53 AM,14-Jul-16,10:47:05 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
5095,City,164,Trip Completed,14-Jul-16,7:48:45 PM,14-Jul-16,8:55:36 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
741,Airport,165,Trip Completed,11-Jul-16,3:39:00 AM,11-Jul-16,4:27:00 AM,3,4,03:00-04:00,04:00-05:00,0,0,Early_Morning
1873,City,165,Trip Completed,12-Jul-16,9:59:00 AM,12-Jul-16,10:44:00 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
2134,Airport,165,Trip Completed,12-Jul-16,5:14:00 AM,12-Jul-16,5:44:00 AM,5,5,05:00-06:00,05:00-06:00,0,0,Early_Morning
3461,Airport,165,Trip Completed,13-Jul-16,5:04:19 PM,13-Jul-16,6:07:53 PM,17,18,17:00-18:00,18:00-19:00,0,0,Afternoon
3711,Airport,165,Trip Completed,13-Jul-16,7:47:15 PM,13-Jul-16,8:46:01 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
5001,Airport,165,Trip Completed,14-Jul-16,6:59:05 PM,14-Jul-16,7:35:00 PM,18,19,18:00-19:00,19:00-20:00,0,0,Night
248,City,166,Trip Completed,11-Jul-16,6:38:00 AM,11-Jul-16,7:45:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
1321,Airport,166,Trip Completed,11-Jul-16,11:01:00 AM,12-Jul-16,12:05:00 PM,11,12,11:00-12:00,12:00-13:00,0,0,Morning
1997,City,166,Trip Completed,12-Jul-16,1:02:00 AM,12-Jul-16,1:57:00 AM,1,1,01:00-02:00,01:00-02:00,0,0,Early_Morning
2544,City,166,Trip Completed,12-Jul-16,9:22:00 AM,12-Jul-16,9:51:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
3863,City,166,Trip Completed,13-Jul-16,9:44:48 PM,13-Jul-16,10:50:38 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
4336,City,166,Trip Completed,14-Jul-16,7:14:05 AM,14-Jul-16,8:34:21 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
4754,City,166,Trip Completed,14-Jul-16,3:24:45 PM,14-Jul-16,4:18:25 PM,15,16,15:00-16:00,16:00-17:00,0,0,Afternoon
6620,City,166,Trip Completed,15-Jul-16,9:48:02 PM,15-Jul-16,10:36:08 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
500,Airport,167,Trip Completed,11-Jul-16,9:38:00 AM,11-Jul-16,10:12:00 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
1518,City,167,Trip Completed,12-Jul-16,5:50:00 AM,12-Jul-16,6:38:00 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3082,City,167,Trip Completed,13-Jul-16,8:10:03 AM,13-Jul-16,8:50:37 AM,8,8,08:00-09:00,08:00-09:00,0,0,Morning
3478,Airport,167,Trip Completed,13-Jul-16,5:19:57 PM,13-Jul-16,5:53:56 PM,17,17,17:00-18:00,17:00-18:00,0,0,Afternoon
4539,City,167,Trip Completed,14-Jul-16,9:35:42 AM,14-Jul-16,10:46:02 AM,9,10,09:00-10:00,10:00-11:00,0,0,Morning
4791,City,167,Trip Completed,14-Jul-16,4:43:10 PM,14-Jul-16,5:32:58 PM,16,17,16:00-17:00,17:00-18:00,0,0,Afternoon
5263,City,167,Trip Completed,14-Jul-16,9:30:34 PM,14-Jul-16,9:59:26 PM,21,21,21:00-22:00,21:00-22:00,0,0,Night
1679,City,168,Trip Completed,12-Jul-16,7:46:00 AM,12-Jul-16,8:24:00 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
2276,Airport,168,Trip Completed,12-Jul-16,6:38:00 AM,12-Jul-16,7:46:00 AM,6,7,06:00-07:00,07:00-08:00,0,0,Morning
2747,Airport,168,Trip Completed,13-Jul-16,3:17:00 AM,13-Jul-16,3:54:54 AM,3,3,03:00-04:00,03:00-04:00,0,0,Early_Morning
3370,City,168,Trip Completed,13-Jul-16,1:56:50 PM,13-Jul-16,2:56:07 PM,13,14,13:00-14:00,14:00-15:00,0,0,Afternoon
3741,Airport,168,Trip Completed,13-Jul-16,8:14:21 PM,13-Jul-16,9:21:35 PM,20,21,20:00-21:00,21:00-22:00,0,0,Night
4266,Airport,168,Trip Completed,14-Jul-16,6:10:03 AM,14-Jul-16,6:56:04 AM,6,6,06:00-07:00,06:00-07:00,0,0,Morning
5596,City,168,Trip Completed,15-Jul-16,6:08:33 AM,15-Jul-16,6:51:04 AM,6,6,06:00-07:00,06:00-07:00,0,0,Morning
5961,Airport,168,Trip Completed,15-Jul-16,10:55:52 AM,15-Jul-16,11:54:35 AM,10,11,10:00-11:00,11:00-12:00,0,0,Morning
6418,City,168,Trip Completed,15-Jul-16,7:45:28 PM,15-Jul-16,8:22:56 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
759,City,169,Trip Completed,11-Jul-16,4:16:00 AM,11-Jul-16,4:47:00 AM,4,4,04:00-05:00,04:00-05:00,0,0,Early_Morning
2524,Airport,169,Trip Completed,12-Jul-16,9:09:00 AM,12-Jul-16,9:55:00 AM,9,9,09:00-10:00,09:00-10:00,0,0,Morning
2769,Airport,169,Trip Completed,13-Jul-16,4:13:56 AM,13-Jul-16,5:06:39 AM,4,5,04:00-05:00,05:00-06:00,0,0,Early_Morning
5071,Airport,169,Trip Completed,14-Jul-16,7:30:33 PM,14-Jul-16,8:17:28 PM,19,20,19:00-20:00,20:00-21:00,0,0,Night
5287,City,169,Trip Completed,14-Jul-16,9:46:45 PM,14-Jul-16,10:35:39 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
33,Airport,170,Trip Completed,11-Jul-16,2:17:00 AM,11-Jul-16,3:31:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
2692,City,170,Trip Completed,13-Jul-16,12:42:20 AM,13-Jul-16,1:40:54 AM,0,1,00:00-01:00,01:00-02:00,0,0,Early_Morning
2835,City,170,Trip Completed,13-Jul-16,5:19:47 AM,13-Jul-16,6:24:44 AM,5,6,05:00-06:00,06:00-07:00,0,0,Early_Morning
3122,Airport,170,Trip Completed,13-Jul-16,8:37:13 AM,13-Jul-16,9:13:33 AM,8,9,08:00-09:00,09:00-10:00,0,0,Morning
3465,City,170,Trip Completed,13-Jul-16,5:12:20 PM,13-Jul-16,6:03:50 PM,17,18,17:00-18:00,18:00-19:00,0,0,Afternoon
3857,City,170,Trip Completed,13-Jul-16,9:34:05 PM,13-Jul-16,10:46:22 PM,21,22,21:00-22:00,22:00-23:00,0,0,Night
4343,Airport,170,Trip Completed,14-Jul-16,7:17:34 AM,14-Jul-16,8:07:51 AM,7,8,07:00-08:00,08:00-09:00,0,0,Morning
4417,City,170,Trip Completed,14-Jul-16,8:13:37 AM,14-Jul-16,9:07:38 AM,8,9,08:00-09:00,09:00-10:00,0,0,Morning
5756,City,170,Trip Completed,15-Jul-16,8:03:01 AM,15-Jul-16,8:51:47 AM,8,8,08:00-09:00,08:00-09:00,0,0,Morning
5907,Airport,170,Trip Completed,15-Jul-16,9:56:35 AM,15-Jul-16,11:04:43 AM,9,11,09:00-10:00,11:00-12:00,0,0,Morning
699,Airport,171,Trip Completed,11-Jul-16,2:02:00 AM,11-Jul-16,3:02:00 AM,2,3,02:00-03:00,03:00-04:00,0,0,Early_Morning
821,City,171,Trip Completed,11-Jul-16,5:34:00 AM,11-Jul-16,5:57:00 AM,5,5,05:00-06:00,05:00-06:00,0,0,Early_Morning
